,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,lesion_1,lesion_2,lesion_3,age_is_adult,surgical_lesion_is_yes,surgery_is_yes,cp_data_is_no,abdomen_is_distend_small,abdomen_is_distend_large,abdomen_is_normal,abdomen_is_firm,abdomen_is_other,mucous_membrane_is_dark_cyanotic,mucous_membrane_is_pale_cyanotic,mucous_membrane_is_pale_pink,mucous_membrane_is_normal_pink,mucous_membrane_is_bright_pink,mucous_membrane_is_bright_red,outcome
632,2.66102369386586,1.1831490550715582,0.3615447234700829,1,1,2,5,2,2,1,2,1.3515678668018292,2,0.7024210699873894,-0.49831959335589554,2,0.761113898875601,0.6564509139503623,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1219,-0.5101630649773016,-1.085137695302012,-1.2802513822237633,2,2,0,4,0,1,1,1,0.06062717422622297,0,-1.196637645937361,-0.5583218794540662,1,1.2647172554849593,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2
123,1.2657015199748762,1.1831490550715582,1.0912318815562367,1,1,2,1,2,2,1,2,0.06062717422622297,0,0.7024210699873894,-0.5883230225031516,1,2.0830727099751667,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
668,-0.8907054760384773,0.9769411686739609,-0.8546005400068403,1,1,0,4,2,2,1,1,0.5253658235534413,0,0.4175622625986768,-0.5208204506427095,1,0.8870147380279407,1.374083976192577,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
979,0.5046166978525156,-0.9476657710369472,0.6047737761654676,2,2,0,1,2,1,1,0,1.4548431222078777,2,0.4175622625986768,-0.5020697362370312,0,1.2017668359087896,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2
363,-0.12962065391611674,0.1521096230835717,-0.6113714873114556,2,2,0,5,2,2,1,2,0.31881531274134417,1,-0.057202416382510855,-0.4608181645445389,1,0.6352130597232614,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2
823,-1.1444004167459338,-0.6727219225068175,0.11831567077469828,2,2,0,1,3,1,1,2,-1.2303135183493832,0,-0.437014159567461,1.8230188500670825,1,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2
1149,-0.3833155946235733,0.014637698818506841,-0.8546005400068403,2,1,0,6,2,2,1,1,-1.2303135183493832,0,0.5125151983949143,1.072990273839949,2,-0.8126465905286439,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2
593,-1.1444004167459338,-0.5352499982417526,-0.003298855572994037,1,1,0,6,2,1,0,2,0.06062717422622297,0,-1.006731774344886,-0.550821593691795,2,0.761113898875601,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,-1.271247887099653,-0.6727219225068175,-1.0978295927022248,1,0,0,4,3,1,1,2,0.31881531274134417,1,0.22765639100620172,-0.5208204506427095,1,0.5093122205709216,-0.29910510969677134,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
841,0.25092175714505904,1.5268288657342204,4.009980513900852,0,1,2,1,3,2,1,1,0.008989546523198907,0,0.03775051941372667,-0.5095700219993025,2,0.06865928353773322,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
991,-0.0027731835623884637,-0.12283422544655802,-0.6113714873114556,3,2,0,5,2,2,1,1,-0.19756096428889824,0,-1.3865435175298362,-0.6408250228390509,2,0.9499651576041103,0.23525550895743164,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2
613,0.25092175714505904,-0.6727219225068175,1.2736536710777753,1,1,0,5,2,2,2,0,-1.2303135183493832,0,-0.437014159567461,-0.5583218794540662,2,0.5093122205709216,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
645,-1.9054852388682855,-1.085137695302012,-0.6113714873114556,2,2,0,4,2,2,1,2,1.3515678668018292,0,-1.4814964533260737,-0.5583218794540662,0,-0.434944073071625,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2
726,1.3925489903285955,-0.6727219225068175,-0.8546005400068403,1,2,2,4,2,2,2,1,1.3515678668018292,0,-1.196637645937361,-0.6258244513145083,2,0.06865928353773322,0.6032724639534391,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
980,1.2657015199748762,0.1521096230835717,-0.12491338192068635,1,1,0,5,2,2,0,1,-1.7466897953796257,0,1.4620445563572895,2.2355345669920057,2,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
193,-0.763858005684749,-0.39777807397668774,-1.2802513822237633,1,1,0,1,2,1,1,1,1.093379728286708,0,-1.1016847101411236,-0.5770725938597445,2,0.761113898875601,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2
772,-0.256468124269845,-0.5352499982417526,3.0370643031193136,2,2,0,1,2,2,1,1,-1.2303135183493832,0,-0.34206122377122344,2.010525994123866,1,-1.4421507862903418,-0.31640190658158374,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2
108,0.8851591089136914,0.5645253958787663,-0.368142434616071,1,1,2,1,2,1,1,2,1.6097560053169502,1,1.8418562995422396,-0.31456259218024785,2,2.020122290398997,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1221,0.12407428679133078,1.1144130929390257,-0.8546005400068403,1,1,0,1,3,0,0,2,-1.2303135183493832,1,0.1327034552099642,2.010525994123866,2,-0.8126465905286439,0.4372968172502398,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1083,-0.12962065391611674,-0.15720220651282424,-0.732986013659148,2,2,0,4,3,1,1,2,1.3515678668018292,0,0.22765639100620172,-0.5470714508106592,2,0.6352130597232614,0.6213052947482436,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1162,-0.12962065391611674,1.1144130929390257,-1.0978295927022248,1,1,0,5,2,2,1,0,0.06062717422622297,0,0.4175622625986768,-0.5170703077615739,1,0.38341138141858216,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
669,0.5046166978525156,0.7019973201438311,2.30737714503316,2,2,2,5,3,2,1,2,-1.2303135183493832,0,0.22765639100620172,2.1980331381806493,2,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
456,-0.5101630649773016,-1.2226096195670768,-1.0978295927022248,2,2,0,0,0,0,0,0,0.31881531274134417,2,-1.6714023249185488,-0.5395711650483879,2,0.8870147380279407,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
154,-0.6370105353310208,-0.26030614971162286,0.3615447234700829,2,2,0,6,2,2,1,2,1.3515678668018292,1,-0.5319670953636985,-0.5170703077615739,2,-0.434944073071625,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
2,0.12407428679133078,1.3893569414691553,-0.12491338192068635,1,1,0,6,2,2,1,0,-0.4557491028040195,0,-1.196637645937361,-0.5620720223352018,2,0.06865928353773322,0.23764761916490568,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2
562,-1.5249428278071095,0.28958154734863656,0.3615447234700829,1,2,0,1,0,1,1,2,1.2482926113957804,2,-0.437014159567461,-0.5320708792861165,0,0.761113898875601,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
423,-1.271247887099653,0.28958154734863656,-0.368142434616071,1,1,2,1,3,3,2,2,-1.2303135183493832,0,0.7024210699873894,2.2730359958033626,2,-0.8126465905286439,-0.2779441347845009,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
57,-0.12962065391611674,-0.9476657710369472,4.009980513900852,1,1,0,4,2,2,1,0,0.008989546523198907,3,-0.626920031159936,-0.5733224509786089,1,0.19456012269007292,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2
504,-0.0027731835623884637,-1.3600815438321416,-1.0978295927022248,1,1,0,1,3,2,1,2,-1.2303135183493832,0,-1.5764493891223113,1.1104917026513057,1,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1183,-0.256468124269845,0.839469244408896,0.6047737761654676,1,1,2,5,3,3,2,1,-0.7139372413191407,0,2.22166804272719,-0.41956659285204656,0,0.19456012269007292,6.8593766904080695,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
403,-0.12962065391611674,-0.46651403610922015,-1.0978295927022248,2,2,2,4,2,0,1,2,0.31881531274134417,3,-0.5319670953636985,-0.5208204506427095,1,-0.434944073071625,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
294,1.138854049621148,-0.9476657710369472,1.8209190396423907,1,1,0,1,2,2,1,1,-1.7466897953796257,1,-0.057202416382510855,-0.41956659285204656,0,-1.064448268833323,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2
1211,-0.5101630649773016,0.9769411686739609,-0.368142434616071,1,1,0,1,3,2,1,2,0.4737281958504168,0,1.4620445563572895,-0.5583218794540662,2,0.5093122205709216,0.4192639864554354,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
858,-0.0027731835623884637,-0.46651403610922015,-0.368142434616071,1,1,0,1,3,2,1,2,-0.19756096428889824,0,0.4175622625986768,-0.5320708792861165,2,-0.6237953318001346,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
923,-0.12962065391611674,1.80177271426435,-0.368142434616071,0,1,2,1,3,2,1,0,1.3515678668018292,2,0.7024210699873894,-0.49831959335589554,2,-0.8126465905286439,0.6032724639534391,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1007,-0.8907054760384773,0.1521096230835717,-0.368142434616071,1,2,0,1,2,1,1,2,0.31881531274134417,1,-0.626920031159936,-0.5695723080974733,2,0.19456012269007292,-0.49838629082710945,-0.07546531948629838,-0.040274806222011794,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
302,0.12407428679133078,1.1144130929390257,-0.8546005400068403,2,2,2,1,1,0,0,2,-1.7466897953796257,0,0.1327034552099642,-0.5770725938597445,2,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
85,-0.12962065391611674,1.5268288657342204,-0.368142434616071,1,1,2,1,3,1,1,0,1.3515678668018292,1,-0.2471082879749859,-0.5208204506427095,0,-0.434944073071625,1.0244678689463698,-0.07546531948629838,-0.040274806222011794,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
598,0.37776922749878733,0.28958154734863656,-0.003298855572994037,1,1,0,4,2,2,1,2,0.5770034512564653,0,0.03775051941372667,-0.5208204506427095,2,0.5093122205709216,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
99,-0.12962065391611674,-0.8789298089044147,-0.732986013659148,2,2,0,0,2,0,0,0,-0.7139372413191407,1,-1.006731774344886,-0.5395711650483879,0,-0.1831423947669459,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2
503,-1.3980953574533814,-0.46651403610922015,-1.3410586453976094,2,1,0,4,2,2,1,1,-0.4557491028040195,0,-0.15215535217874837,-0.5470714508106592,1,-0.6237953318001346,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
777,2.66102369386586,1.1831490550715582,0.3615447234700829,1,1,0,1,2,2,1,0,1.3515678668018292,2,0.7024210699873894,-0.49831959335589554,2,0.761113898875601,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
478,-0.12962065391611674,-1.3600815438321416,-0.8546005400068403,2,2,0,-1,1,0,0,2,-1.7466897953796257,0,-1.7663552607147863,2.010525994123866,0,-1.4421507862903418,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
126,0.6314641682062438,-0.6727219225068175,-0.732986013659148,1,2,0,4,2,1,1,2,0.5770034512564653,2,-0.057202416382510855,-0.5320708792861165,0,-1.2532995275618324,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
46,-1.271247887099653,-0.26030614971162286,-0.003298855572994037,0,1,2,6,3,3,0,2,-1.2303135183493832,0,0.9872798773761019,1.8230188500670825,2,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,2
1192,0.12407428679133078,-1.085137695302012,-1.0978295927022248,2,1,0,4,2,2,1,2,-1.2303135183493832,0,-0.8168259027524111,1.6730131348216557,0,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2
394,-0.12962065391611674,0.839469244408896,0.6047737761654676,1,2,2,1,3,1,1,2,-1.2303135183493832,0,0.7024210699873894,1.9730245653125091,2,-0.8126465905286439,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
171,-0.0027731835623884637,0.5645253958787663,1.0912318815562367,0,1,2,6,3,2,1,2,0.4737281958504168,0,0.5125151983949143,-0.49831959335589554,0,-0.6867457513763041,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1068,-0.5101630649773016,0.1521096230835717,-0.6113714873114556,1,1,2,1,2,1,1,2,0.4737281958504168,2,2.22166804272719,-0.41956659285204656,1,-0.434944073071625,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
735,-0.3833155946235733,-1.0164017331694797,-0.8546005400068403,3,2,0,4,2,2,1,1,-0.7139372413191407,1,-1.1016847101411236,-0.5545717365729306,0,-0.1831423947669459,-0.13202541212858393,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,2
830,-0.12962065391611674,-0.5352499982417526,3.645136934857775,3,2,0,1,2,0,1,1,0.31881531274134417,2,-1.2915905817335986,-0.5208204506427095,0,0.005708863961563362,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2
62,-0.12962065391611674,0.014637698818506841,1.2736536710777753,1,1,0,1,3,0,1,2,-1.2303135183493832,0,0.4175622625986768,2.2730359958033626,2,-0.8126465905286439,0.6213052947482436,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2
248,-0.3833155946235733,-0.8789298089044147,-0.9762150663545325,0,1,0,4,3,3,1,1,1.4548431222078777,0,-0.626920031159936,-0.5020697362370312,1,-0.749696170952474,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
724,-0.256468124269845,0.839469244408896,-0.368142434616071,3,2,0,4,2,2,2,2,-1.2303135183493832,0,-0.8168259027524111,1.4480045619535158,2,-0.8126465905286439,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2
708,0.37776922749878733,-0.5352499982417526,0.3615447234700829,1,2,0,4,2,1,1,1,0.8351915897715866,0,-0.15215535217874837,-0.5208204506427095,0,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
625,-0.763858005684749,-0.26030614971162286,0.3615447234700829,1,2,0,1,2,2,1,0,0.008989546523198907,1,-1.5764493891223113,-0.6708261658881363,2,0.38341138141858216,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
690,-1.271247887099653,0.28958154734863656,-1.0978295927022248,1,1,0,4,3,2,2,1,-0.19756096428889824,0,-0.437014159567461,-0.5958233082654228,2,0.6352130597232614,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
436,0.37776922749878733,-1.4975534680972067,-0.732986013659148,2,2,0,4,2,2,1,0,-0.7139372413191407,0,-0.626920031159936,-0.5583218794540662,1,-0.05724155561460621,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
438,0.12407428679133078,-1.3600815438321416,-0.6113714873114556,1,2,0,4,2,2,1,2,0.5770034512564653,0,-0.15215535217874837,-0.5208204506427095,2,2.0830727099751667,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
61,-0.12962065391611674,-0.9476657710369472,-0.368142434616071,2,2,0,5,2,0,1,2,1.3515678668018292,2,0.4175622625986768,-0.5208204506427095,1,-0.434944073071625,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
807,-0.256468124269845,-1.4975534680972067,-0.8546005400068403,1,1,0,4,2,2,2,1,-1.2303135183493832,0,-0.437014159567461,-0.5433213079295235,2,-0.3090432339192856,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2
765,1.646243931036052,-0.5352499982417526,0.6047737761654676,2,2,0,1,2,1,1,0,1.3515678668018292,1,-1.006731774344886,-0.5583218794540662,1,2.649626486160695,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2
186,1.3925489903285955,-0.46651403610922015,1.0912318815562367,3,1,0,4,2,2,1,1,0.06062717422622297,0,0.4175622625986768,-0.5208204506427095,1,-0.24609281434311575,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2
648,-0.256468124269845,1.6643007899992852,1.0912318815562367,1,1,0,-1,2,2,2,2,-0.09428570888284968,0,-1.3865435175298362,-0.5320708792861165,2,0.761113898875601,-0.14858617510340427,-0.07546531948629838,-0.040274806222011794,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1047,-0.763858005684749,-0.39777807397668774,-0.12491338192068635,2,2,0,1,0,0,1,0,1.3515678668018292,2,-0.2471082879749859,-0.5020697362370312,1,0.38341138141858216,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2
227,-0.12962065391611674,-0.8789298089044147,0.3615447234700829,1,2,0,5,2,2,1,2,0.5253658235534413,2,-0.5319670953636985,-0.5320708792861165,1,0.6981634792994315,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2
317,-0.12962065391611674,-0.6727219225068175,-0.6113714873114556,2,2,0,4,2,1,0,1,-1.7466897953796257,0,1.4620445563572895,2.2355345669920057,0,-0.8126465905286439,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
229,0.12407428679133078,-0.9476657710369472,0.6047737761654676,2,2,0,0,3,0,0,0,1.3515678668018292,2,0.03775051941372667,-0.5395711650483879,0,1.07586599675645,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,2
943,-0.256468124269845,-1.2226096195670768,-1.2802513822237633,1,2,0,4,2,0,1,0,-0.7139372413191407,0,-1.3865435175298362,-0.550821593691795,0,0.19456012269007292,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2
424,0.5046166978525156,0.9769411686739609,-1.0978295927022248,1,2,2,6,3,2,0,1,0.5253658235534413,0,-0.15215535217874837,-0.5208204506427095,2,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
1006,-0.763858005684749,-0.26030614971162286,-1.0978295927022248,2,2,2,6,1,3,0,0,-0.7139372413191407,2,-1.1016847101411236,-0.629574594195644,0,0.06865928353773322,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
399,0.12407428679133078,0.5645253958787663,-0.12491338192068635,1,1,2,6,3,3,0,0,-0.04264808117982561,0,1.4620445563572895,-0.5395711650483879,2,-0.3090432339192856,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1089,0.12407428679133078,-1.1882416385008108,-1.0978295927022248,1,2,0,-1,0,0,1,2,1.093379728286708,2,-1.006731774344886,-0.5395711650483879,1,-1.1273986884094929,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2
188,-0.0027731835623884637,-0.6727219225068175,-0.12491338192068635,1,2,0,4,2,1,1,0,1.3515678668018292,1,-0.7218729669561735,-0.5545717365729306,1,-0.8126465905286439,-0.12871325953361987,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
148,-0.763858005684749,0.1521096230835717,0.3615447234700829,1,1,0,5,3,2,1,0,0.008989546523198907,1,-0.5319670953636985,-0.6183241655522368,1,-0.24609281434311575,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
242,-0.3833155946235733,-1.2226096195670768,-1.0978295927022248,1,2,0,4,2,2,2,0,-1.2303135183493832,0,0.32260932680243926,1.5980102771989424,2,-0.8126465905286439,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2
1126,-0.256468124269845,0.839469244408896,2.428991671380852,1,1,2,1,3,2,0,2,-1.2303135183493832,0,-0.2471082879749859,1.2229959890853757,2,-0.8126465905286439,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2
